"","cm_key","mvar2","mvar4","mvar5","mvar6","mvar7","mvar8","mvar9","mvar10","mvar11","mvar12","mvar13","mvar14","mvar15","mvar16","mvar17","mvar18","mvar19","mvar20","mvar21","mvar22","mvar23","mvar24","mvar25","mvar26","mvar27","mvar28","mvar29","mvar30","mvar31","mvar32","mvar33","mvar34","mvar35","mvar36","mvar37","mvar38","mvar39","mvar40","mvar41","mvar42","mvar43","mvar44","mvar45","mvar49","mvar50","mvar51"
"964",50964,0,1,2,1,0.0322,0,8,0,5.5035,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,2,4,1,0,0,0,0,0,0,0.0566437840857355,-0.00751414791060415,0.0467771916687748
"965",50965,0,2,5,3,0.5283,0,8,0,5.1444,16,11,1,0,1,1,1,1,7,7,0,0,8,7,7,7,0,0,0,0,0,0,0,0,9,7,6,6,0,0,0,0,0,0,0.0682539808959886,0.207280118601858,0.0738001623842689
"966",50966,2,1,7,3,0.0579,0.1155,3,0,1.8335,14,15,1,0,0,0,0,0,3,1,1,4,1,2,2,1,0,0,0,0,0,0,0,0,5,4,5,4,0,0,0,0,0,0,0.0311886831866987,0.0591235587020657,0.0441127043258446
"967",50967,3,4,3,8,0.3659,0.1831,4,1,4.4129,5,12,1,0,4,4,4,3,3,0,0,3,7,7,4,8,0,0,0,0,0,0,0,0,7,6,6,6,0,0,0,0,0,0,0.153483831807046,0.0249774352492989,0.100239655747924
"968",50968,5,5,9,10,10,0,8,1,6.5701,6,17,1,0,5,8,4,3,10,10,10,9,5,7,6,7,5,6,8,7,8,7,6,6,11,11,11,11,1,0,0,0,0,0,0.29393765755585,-0.0180295199947774,-0.0381814478413934
"969",50969,1,1,1,1,0.1831,0,8,0,2.3984,15,10,0,0,2,3,1,2,7,1,4,0,3,2,3,1,0,0,0,0,0,0,0,0,6,5,5,5,0,0,0,0,0,0,0.0927333824357026,0.150965692341442,0.0149580198109035
"970",50970,0,4,2,2,0.7969,0.1155,2,0,0.9903,9,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,5,1,1,2,0,0,0,0,0,0,0.0482656457239957,0.0941331170338576,0.231122583944775
"971",50971,0,4,3,2,0.7969,0,8,0,5.5833,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,3,3,3,0,0,0,0,0,0,0.0484241094658426,0.09462879088081,0.128450866868442
"972",50972,4,3,8,10,2.3591,0.1155,4,1,5.2106,8,10,1,0,5,3,7,5,7,7,10,9,4,5,6,3,0,0,0,0,0,0,0,0,10,8,11,10,0,0,0,0,0,0,0.227029407261358,-0.014600970311717,0.0400994246650192
"973",50973,0,5,2,1,0.7969,0.1831,5,0,2.3803,6,11,0,0,1,1,0,0,0,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,4,3,3,1,0,0,0,0,0,0,0.0535799208902839,0.0585193176136949,0.228890439822303
"974",50974,3,3,7,5,0.2372,0.1155,3,1,2.8889,17,8,1,0,3,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,5,0,0,0,0,0,0,0.11458263855893,0.000600884371319726,0.0794327322549401
"975",50975,1,3,2,1,0.1226,0.231,4,0,3.6246,18,14,1,0,0,1,0,0,0,0,6,0,7,7,7,8,0,0,0,0,0,0,0,0,6,4,5,1,0,0,0,0,0,0,0.0777841802979639,0.124952760572599,0.0980746369347164
"976",50976,1,0,6,4,0.063,0,2,0,2.4167,11,11,1,0,3,3,0,0,0,3,3,0,4,4,4,4,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0,0.037920454343066,0.0863198692444885,0.0628023107716007
"977",50977,0,4,5,5,0.3041,0.1831,2,1,1.6309,7,10,1,0,3,1,1,1,3,3,0,0,1,1,2,1,0,0,0,0,0,0,0,0,6,5,5,5,0,0,0,0,0,0,0.0632866947849466,0.0209642203732027,0.14425074352418
"978",50978,0,3,3,5,0.0425,0,8,1,1.3097,3,15,1,0,3,4,0,0,0,0,0,0,0,0,0,0,3,4,3,0,1,1,1,1,2,4,1,1,1,0,0,0,0,0,0.0653179992272645,0.0048769965190316,0.0366406698112727
"979",50979,0,2,7,4,0.7969,0.3466,5,0,4.1785,11,6,1,0,3,3,3,3,3,0,0,0,3,4,1,4,0,0,0,0,0,0,0,0,4,3,3,2,0,0,0,0,0,0,0.0474236456358135,0.073396634643945,0.127286699166105
"980",50980,0,1,4,5,0.7969,0.4398,5,0,3.5858,14,6,1,0,3,4,5,4,9,2,6,4,6,5,4,7,0,0,0,0,0,0,0,0,10,7,8,6,0,0,0,0,0,0,0.0772237265459659,0.215388033463528,0.234343042665375
"981",50981,0,2,8,6,0.7969,0.4513,7,1,6.3273,7,14,1,0,5,4,6,4,7,6,6,8,7,8,7,8,4,4,4,4,4,4,4,4,10,9,8,7,1,0,0,0,0,0,0.118724428812355,-0.00513298939877538,0.119712156414446
"982",50982,2,5,3,8,0.3185,0,8,1,5.0682,16,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,6,5,3,1,1,2,0,0,2,0,0.0901538757204326,-0.00333704999664596,0.0699495257669432
"983",50983,0,4,5,5,0.7969,0.1155,2,0,0.4019,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0333827891511398,0.0692055914466664,0.181605761236303
"984",50984,2,4,9,3,0.4744,0,8,0,5.689,17,15,1,0,0,1,0,0,0,0,0,7,5,4,5,4,0,0,0,0,0,0,0,0,9,7,9,6,0,0,0,0,0,0,0.0462429509277301,0.123135584789279,0.0227093376653804
"985",50985,3,3,3,2,0.1056,0,8,0,2.7466,7,13,1,0,0,0,2,0,3,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,5,4,4,0,0,0,0,0,0,0.0944376606138667,0.162800474018994,0.0317823974344779
"986",50986,0,4,3,3,0.0826,0,8,0,2.3901,16,14,1,0,3,1,1,0,0,0,0,0,4,3,2,4,0,0,0,0,0,0,0,0,4,2,4,2,0,0,0,0,0,0,0.0547908713842334,0.107378610908596,0.0306453345634447
"987",50987,0,1,9,6,0.4316,0.4993,7,1,3.7254,16,10,1,1,3,0,1,1,4,0,0,0,2,4,1,4,0,0,0,0,0,0,0,0,7,5,6,6,0,0,0,0,0,0,0.0734382280638498,-0.00547558867183416,0.0742539402390043
"988",50988,0,1,3,3,0.3533,0,8,0,5.2938,18,16,1,0,1,1,0,2,0,0,0,0,5,6,4,7,0,0,0,0,0,0,0,0,7,6,6,5,0,0,0,0,0,0,0.0690027764282543,0.174025836047796,0.0298581233346473
"989",50989,4,1,8,6,0.1306,0.1831,5,0,4.1105,16,16,1,4,0,2,0,1,3,0,0,0,6,4,4,5,4,4,2,2,2,1,2,1,6,4,4,4,1,1,0,0,0,0,0.0988213441891919,0.0146824654091971,0.0139204039955252
"990",50990,6,4,4,10,5.7703,0,8,1,4.6167,3,10,1,0,4,3,2,1,9,9,9,9,7,8,8,7,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0.377913386166834,0.00449827431070063,0.0394509590913767
"991",50991,0,3,3,8,1.6079,0.7404,10,1,5.9466,8,15,1,0,8,9,7,9,8,9,9,8,7,8,5,8,0,2,0,0,5,5,5,5,10,10,8,9,2,0,0,0,0,0,0.16977737903073,0.011376780520258,0.0270821091410501
"992",50992,1,6,2,1,0.0642,0.1155,2,0,4.5075,18,14,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,0.055432833591786,0.151756736044804,0.08552974488558
"993",50993,0,7,4,5,0.068,0,8,0,1.5826,11,14,1,0,1,1,2,2,0,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0.0335824685168718,0.0900422711869731,0.0378220204229756
"994",50994,5,5,10,10,5.9443,0.652,10,1,6.6868,8,13,1,1,9,10,9,9,6,5,4,4,6,7,5,7,6,5,5,5,7,7,7,7,10,10,10,10,1,0,0,1,0,0,0.389574146953577,-0.0160260019321366,-0.0100180321509175
"995",50995,0,12,2,1,0.0261,0,8,0,0,5,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,0,0,0,0,0,0.0426973533553222,0.0483335777247834,0.0607948968482266
"996",50996,0,4,9,3,0.7969,0,8,0,1.6502,8,7,1,1,0,0,2,0,2,0,0,0,1,4,3,3,0,0,0,0,0,0,0,0,5,4,4,5,0,0,0,0,0,0,0.0273163590090872,0.087510516878209,0.0820744822154315
"997",50997,0,0,5,3,0.3665,0.1831,4,0,3.6611,5,13,1,0,3,2,3,3,4,4,3,0,5,7,4,7,0,0,0,0,0,0,0,0,6,6,6,5,0,0,0,0,0,0,0.0593997270412162,0.206459996563137,0.0354506219629456
"998",50998,1,1,7,7,0.4901,0.231,3,0,2.9571,3,13,1,0,3,1,1,3,1,4,5,6,3,3,2,4,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0.0415245666890298,0.163152521030302,0.00515804847671042
"999",50999,0,2,2,5,0.109,0,8,1,2.1399,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,1,5,5,3,4,0,0,0,0,0,0,0.0643097353773384,-0.00251966142261932,0.0790388219509438
"1000",51000,0,4,7,3,0.7969,0.3662,4,0,0.5849,18,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,0,0.0268378706357793,0.0477918747277738,0.183900962483161
"1001",51001,1,2,7,7,0.5574,0,8,1,5.6054,11,10,1,0,4,1,0,0,6,7,8,6,5,7,7,4,4,4,4,4,3,3,3,3,7,6,6,6,0,1,0,0,1,0,0.112293828623041,0.00187939260707289,0.00867383903130907
"1002",51002,4,2,7,3,0.2688,0.4142,5,0,4.309,17,12,1,0,0,0,0,0,5,6,3,4,3,4,4,4,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0.119893106915168,0.104187744150708,0.0241184017564207
"1003",51003,0,0,10,5,0.1137,0.5074,7,1,2.4117,18,8,1,0,1,1,1,1,0,0,5,0,4,4,5,2,0,0,0,0,0,0,0,0,6,3,5,5,0,0,0,0,0,0,0.0655058644792147,-0.0217570608152221,0.103688043858897
"1004",51004,0,5,6,6,1.5175,0.1155,5,0,6.9974,11,13,1,2,0,0,0,0,0,5,0,4,0,0,0,0,2,0,1,0,5,5,4,5,10,9,6,7,1,0,0,0,0,0,0.0340661406894453,0.147107661549028,0.0980732156428018
"1005",51005,0,3,2,1,0.1069,0.5226,7,0,1.2986,4,11,0,0,3,3,3,2,0,4,0,0,1,4,1,4,0,0,0,0,0,0,0,0,5,4,5,5,0,0,0,0,0,0,0.0509163877114549,0.134715668068424,0.0748227789825261
"1006",51006,3,0,3,5,0.4818,0.6148,9,0,4.6332,7,13,1,0,3,8,7,1,6,3,2,3,4,3,4,1,5,5,6,5,3,3,3,3,7,7,6,6,0,0,0,0,0,0,0.0930698211241189,0.1203598021591,0.00603895869369707
"1007",51007,0,2,8,7,0.7969,0.231,5,1,1.6171,7,10,1,2,3,2,3,1,0,0,0,0,1,3,3,1,5,4,5,5,1,1,2,1,3,4,5,5,1,0,0,0,0,0,0.0444918626373254,-0.00931334600326621,0.118365253163713
"1008",51008,2,2,7,6,0.7936,0.231,4,0,3.455,18,17,1,0,8,3,5,3,5,2,3,3,4,4,5,2,0,0,0,0,0,0,0,0,10,8,9,7,0,0,0,0,0,0,0.0556447361589574,0.174230251452481,0.11976016455776
"1009",51009,0,12,4,5,0.1049,0.1155,2,1,2.0702,14,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,3,4,3,2,0,0,0,0,0,0.0565672653905172,-0.0106716727158593,0.119224833756829
"1010",51010,0,6,3,2,0.0374,0,8,0,0.7608,3,11,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,3,3,3,0,0,0,0,0,0,0.0344776787354293,0.074791161622487,0.0737075028728043
"1011",51011,1,1,7,8,0.2797,0,8,1,1.169,9,7,1,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,5,0,0,0,0,0,0,0.0660915436196135,-0.00397058531958411,0.0292152623039054
"1012",51012,0,3,8,3,0.3399,0,8,0,4.7892,11,18,1,0,6,0,0,9,0,0,0,0,3,4,4,4,5,5,4,4,3,4,4,6,7,6,6,10,0,0,0,0,0,0,0.0481768608394193,0.0639811450811313,-0.010952834148812
"1013",51013,0,5,1,3,3.4179,0,8,1,5.3246,15,12,1,0,9,6,0,0,8,7,0,0,10,8,10,10,4,4,3,0,5,5,0,0,10,10,1,1,1,0,0,0,0,0,0.199525040102064,0.00064440040604131,0.115861767949939
"1014",51014,1,3,2,1,0.5784,0,8,0,3.5932,7,13,5,0,4,3,4,0,3,7,3,0,3,1,2,1,5,5,4,0,3,2,2,1,7,6,6,4,1,0,0,0,0,0,0.0521424831304883,0.448454657089194,0.0345408176092291
"1015",51015,0,2,8,3,0.7969,0,2,0,0.9031,6,12,1,2,1,1,1,1,0,1,6,1,2,4,4,3,4,4,4,5,1,1,1,1,4,3,4,3,0,0,0,0,0,0,0.0136515421454903,0.0409939559417984,0.126268480474964
"1016",51016,1,4,7,6,0.629,0.8351,10,0,2.2471,8,16,1,0,3,3,1,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,6,0,0,0,0,0,0,0.0489876551374205,0.180750110202092,0.0316676396030437
"1017",51017,1,2,7,6,0.1708,0.3838,6,1,2.4853,16,8,1,0,1,2,1,1,4,0,3,0,3,2,1,3,4,4,6,6,2,2,2,2,6,5,5,5,0,0,1,0,0,0,0.0484138261968889,-0.00736085284661305,0.0878895974796618
"1018",51018,1,4,2,3,0.2838,0.1155,2,0,5.2075,11,12,1,0,8,7,1,1,3,5,0,3,2,4,2,4,0,0,0,0,0,0,0,0,6,5,3,4,0,0,0,0,0,0,0.0742065173608936,0.206291863999482,0.0782044029416657
"1019",51019,2,5,1,1,0.053,0.1155,2,0,0.8287,1,9,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,1,1,0,0,0,0,0,0.11623782848348,-0.0152744574820864,0.0341827376199826
"1020",51020,0,0,9,5,0.7969,0.1155,2,1,4.2697,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,0,0,0,0,0,0,0.0731126059644868,-0.0260043655643137,0.132991534917731
"1021",51021,2,4,1,3,0.2676,0,1,0,2.5883,8,14,1,0,3,3,0,0,6,5,0,0,2,3,3,3,5,7,0,0,2,2,2,2,7,6,1,1,2,0,0,0,0,0,0.0895889999685241,0.109352920583103,0.0279323632425635
"1022",51022,0,2,9,5,0.1047,0,1,0,1.353,4,9,1,2,1,1,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,0,0,0,0,0,0,0.023239809215401,0.0452764321337839,0.0419172026984617
"1023",51023,4,4,7,10,5.5136,0,8,1,4.9701,13,13,1,2,4,3,3,3,9,7,8,6,4,8,5,8,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0.263094322521124,0.000431877848856032,0.0137180176222257
"1024",51024,0,4,8,6,0.7969,0,6,1,5.5195,11,14,1,0,8,8,5,5,4,8,9,9,8,7,4,9,8,7,8,8,5,5,5,5,10,10,10,10,0,0,1,0,0,1,0.130886921475688,-0.00610576813335482,0.18672087003888
"1025",51025,1,6,2,1,0.0758,0.1831,3,0,3.3334,8,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,1,0,0,0,0,0,0,0.055432833591786,0.121314840260359,0.0823337861660614
"1026",51026,0,5,1,4,0.1911,0,8,0,3.1261,14,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,0,0,0,0,0,0,0.0965688381431133,0.0582412314806044,0.000956489535206369
"1027",51027,0,2,3,4,0.2738,0,8,0,6.0681,8,11,1,0,2,3,3,4,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,6,5,5,4,0,0,0,0,0,0,0.0566437840857355,0.190720647266403,0.0293402877038277
"1028",51028,0,3,8,2,0.0026,0,2,0,0.562,18,7,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0299947317209083,0.002351759679536,0.0611895632347447
"1029",51029,4,0,6,10,4.0349,0,8,1,6.3167,3,17,1,0,5,3,7,5,6,7,7,9,10,8,10,8,4,4,4,4,7,7,7,7,10,10,10,10,1,0,0,0,0,0,0.275427368081792,-0.0163913251432345,-0.0300433428682921
"1030",51030,0,2,9,2,0.7969,0,1,0,0.651,13,7,1,0,3,3,1,1,3,0,0,0,0,0,0,0,4,4,4,4,1,1,1,1,3,2,1,2,0,0,1,0,0,0,0.0151231396656833,0.0264673361381524,0.139984739411387
"1031",51031,0,1,9,3,0.2121,0.5926,5,0,4.18,3,8,1,1,0,0,0,0,4,4,3,0,4,1,3,4,0,0,0,0,0,0,0,0,6,5,6,5,0,0,0,0,0,0,0.0443294191405105,0.120797196622622,0.0247744781552824
"1032",51032,3,7,2,8,0.7399,0,8,1,3.898,11,14,1,0,9,3,1,1,7,4,6,4,8,7,8,5,4,4,4,0,2,2,2,1,8,5,6,4,3,0,0,1,0,0,0.213368504446366,0.0138066085900965,0.0921644769703339
"1033",51033,1,1,6,3,0.2762,0.3243,5,0,5.9848,11,13,1,0,0,0,1,3,3,0,0,4,1,1,1,1,0,2,2,1,2,2,3,2,6,5,5,6,1,0,0,0,0,0,0.0361326016402475,0.0890257659212556,0.00735062561838169
"1034",51034,4,6,3,2,0.3633,0.4993,7,0,3.6276,9,12,1,0,3,6,4,3,6,0,4,6,5,3,4,4,6,5,7,7,2,3,1,2,5,5,4,5,1,0,0,1,0,0,0.215290238017612,0.11980975982719,0.0316501042465654
"1035",51035,4,4,2,1,0.4835,0,8,0,3.0868,18,14,1,0,3,3,3,0,4,3,4,0,7,7,7,7,0,0,0,0,0,0,0,0,7,5,5,1,0,0,0,0,0,0,0.13633432965789,0.143326421714027,0.0814702173840622
"1036",51036,2,8,5,3,0.2988,0,2,0,2.1524,9,14,1,0,1,1,1,1,3,6,3,0,4,2,3,4,0,0,0,0,0,0,0,0,6,6,5,6,0,0,0,0,0,0,0.042785861315994,0.196752642522156,0.0509321859916098
"1037",51037,0,3,9,5,0.1366,0,2,1,2.5734,12,11,1,0,5,3,4,2,0,0,1,0,3,1,4,1,7,7,7,7,2,2,2,2,5,6,5,5,0,0,0,0,0,0,0.0617689323333386,-0.0181608115293177,0.0730531291850981
"1038",51038,0,4,8,6,0.7969,0.1831,5,1,3.5705,14,17,1,1,2,2,2,3,7,6,0,4,3,1,3,1,6,6,4,4,4,4,3,4,10,7,7,7,4,0,0,1,0,0,0.0849763891962896,-0.00473129936062611,0.200190423856868
"1039",51039,1,1,3,3,0.0408,0,8,0,1.2925,14,15,1,0,0,0,0,0,4,3,2,0,0,0,0,0,2,4,4,4,1,1,1,1,3,3,3,2,2,0,0,1,0,0,0.0666959935751582,0.0285378136134564,0.0191208563905659
"1040",51040,3,5,2,3,0.5199,0.1155,2,0,3.3556,5,8,1,0,2,3,1,1,2,3,6,6,3,1,3,1,3,4,7,4,2,3,3,3,5,7,6,7,1,0,0,1,0,0,0.152148535029529,0.119390981865687,0.034523823436774
"1041",51041,1,2,5,3,0.1096,0,8,0,0.9477,13,14,1,0,1,1,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,0,0,0,0,0,0.0326028018827802,0.134829883897587,0.0207114885779917
"1042",51042,6,2,8,1,1.3177,0.5074,8,1,6.4358,18,13,3,0,3,2,0,0,4,0,2,0,5,4,5,2,4,4,5,0,5,5,1,0,10,10,6,1,0,0,0,0,0,0,0.271348386247385,0.142823318076925,0.116286416690441
"1043",51043,0,1,8,3,0.1243,0.1155,3,0,1.7356,14,11,1,0,5,1,1,4,0,3,4,0,4,4,3,4,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0,0.0354484410257361,0.0799068326519667,0.0261948682438967
"1044",51044,1,5,5,3,0.2855,0,8,0,2.8971,18,9,1,0,0,0,0,4,0,0,3,0,5,4,4,4,0,0,0,0,0,0,0,0,6,6,6,5,0,0,0,0,0,0,0.0421716168176142,0.179607339118136,0.0467962925661793
"1045",51045,0,2,3,2,0.542,0,8,0,2.6867,11,11,1,1,0,0,0,0,0,3,0,0,0,0,0,0,2,4,0,0,3,2,1,3,7,5,3,6,0,0,1,0,0,0,0.0271945755146284,0.12685224923853,0.0462518267259118
"1046",51046,0,2,5,4,0.6048,0.1831,3,0,3.4804,11,15,1,0,3,7,3,3,7,3,6,0,3,5,5,4,4,4,4,4,3,3,2,2,6,7,6,6,0,0,0,0,0,0,0.0449109165701329,0.165608392232563,0.0179010954990669
"1047",51047,1,4,6,5,1.1829,0.652,10,0,6.3331,11,13,1,0,8,9,9,2,3,4,0,3,7,7,7,7,0,0,0,3,4,5,5,4,10,10,10,7,0,0,0,0,0,0,0.0701231686196322,0.12409045418292,0.0125867061496371
"1048",51048,0,2,9,9,0.7969,0.6344,10,1,5.1125,9,14,1,0,8,5,5,4,9,9,7,8,5,7,6,7,10,9,9,9,5,5,5,5,10,8,8,8,4,0,1,1,0,0,0.247409270745951,0.000438185589808852,0.106564128389902
"1049",51049,1,1,9,3,0.1095,0,2,0,1.8583,16,15,1,3,3,2,4,1,0,0,1,0,0,0,0,0,2,4,4,4,1,2,2,1,4,5,5,4,1,0,0,0,0,0,0.0136515421454903,0.0472922715360361,0.00466913151830053
"1050",51050,5,2,10,5,2.2437,0,8,0,4.8998,7,14,1,2,3,1,2,3,7,3,6,7,7,1,7,4,8,6,6,6,4,4,4,4,10,10,7,9,0,0,0,0,0,0,0.161294090448046,0.0448912818639555,-0.00934485316154621
"1051",51051,0,4,4,7,6.056,0,2,1,6.6954,7,15,1,0,4,4,6,4,7,2,6,8,1,4,4,1,5,5,4,7,6,6,5,5,11,10,10,10,0,0,0,0,0,0,0.0864804712297001,-0.000324179209044099,0.0801065727174493
"1052",51052,0,3,10,10,0.7969,0,2,1,1.9398,15,10,1,3,2,1,1,2,0,0,3,4,4,1,4,2,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,0,0,0,0.0891807241707587,-0.0115385338697058,0.201031354625958
"1053",51053,3,0,9,5,0.5277,0.4907,8,0,5.3489,11,11,1,0,4,3,3,4,0,3,3,4,8,7,5,8,0,0,0,0,0,0,0,0,8,6,6,7,0,0,0,0,0,0,0.0951813816768228,0.0947893855788268,0.0121270985813152
"1054",51054,0,0,5,6,0.7969,0.1155,2,1,4.2174,6,11,1,0,3,1,2,2,7,5,3,3,7,9,4,9,0,0,0,0,0,0,0,0,8,5,6,6,0,0,0,0,0,0,0.0970160196890529,0.0110317486906194,0.266208376960093
"1055",51055,1,1,6,3,0.2666,0,8,0,5.8921,9,11,1,0,3,0,4,1,0,0,0,0,3,3,3,2,7,6,7,7,2,2,3,3,6,3,6,6,0,0,0,0,0,0,0.0373435521341969,0.0754316234997724,0.0168472382057442
"1056",51056,0,1,10,4,0.7969,0.2986,5,0,1.1723,18,17,1,0,0,0,3,0,7,5,5,5,2,2,1,3,0,0,0,0,0,0,0,0,7,7,7,7,0,0,1,0,0,0,0.0213190013942174,0.118493881904284,0.117241863335979
"1057",51057,3,2,5,8,2.8451,0.4513,8,1,5.5331,13,11,1,0,7,5,6,5,8,8,8,8,4,7,7,4,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0.21585499886544,0.0104876110411663,0.0295169547930464
"1058",51058,1,8,2,1,0.0889,0,8,0,1.9515,14,15,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,5,1,1,0,0,0,0,0,0,0.0426973533553222,0.183998123421609,0.0231091513666345
"1059",51059,0,1,9,1,0.7969,0.4275,4,0,2.0947,11,10,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,0,0,0.0268378706357793,-0.00105776905198272,0.118012712578724
"1060",51060,0,1,5,5,0.7969,0,4,0,6.273,12,17,1,0,3,3,3,4,0,0,0,0,8,9,9,9,4,4,4,4,5,4,3,4,7,7,6,6,1,0,0,0,0,0,0.0498114599713054,0.087606624542132,0.0767258226782064
"1061",51061,0,4,6,3,0.7969,0.1155,3,0,1.6944,16,13,1,0,3,3,3,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,0,0,0,0,0,0,0.0288307440340745,0.157359806732362,0.169062442728411
"1062",51062,0,2,10,3,0.7969,0,2,0,4.645,14,7,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,4,0,0,0,0,0,0,0.0373994070852728,0.060292816642173,0.110913682964588
"1063",51063,1,0,4,5,0.1621,0.1155,2,1,1.5262,13,17,1,0,3,3,3,4,6,0,0,0,0,0,0,0,5,7,5,4,2,1,1,1,5,4,4,1,2,0,0,0,0,0,0.0577331887133372,-0.0201911726009859,0.0568208720126546
"1064",51064,0,4,2,3,0.7969,0.2682,5,0,4.4927,7,9,1,0,6,2,3,3,0,0,3,0,5,2,5,4,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0.0712628234152231,0.221244133545291,0.176337118066064
"1065",51065,1,1,10,8,0.7065,0.1831,4,1,3.8087,9,15,1,0,6,3,2,2,4,1,0,0,8,7,7,8,0,0,0,0,0,0,0,0,7,5,6,6,0,0,0,0,0,0,0.100687138595176,-0.0104409857372382,0.0744633511393676
"1066",51066,5,1,2,3,0.5402,0.3243,3,0,3.8101,3,7,1,0,2,1,1,0,6,6,7,6,10,10,10,9,6,7,7,5,4,3,2,1,9,5,5,4,1,0,0,1,0,0,0.303505262663294,0.065638162407675,0.174874943472328
"1067",51067,2,0,10,3,0.9481,0.1831,4,0,5.2571,3,16,1,0,5,2,1,5,3,0,0,0,0,0,0,0,8,8,7,7,5,4,4,4,10,9,8,7,1,0,0,0,0,0,0.053816818465664,0.0513652372898129,-0.00851315121864145
"1068",51068,1,3,7,3,0.0098,0,8,0,0.7428,16,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0.0280488211297288,0.00804391494126147,0.025741009336873
"1069",51069,0,6,10,4,0.0051,0.1155,4,0,0.5787,2,11,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3,4,4,1,1,1,1,1,1,4,2,0,0,1,0,0,0,0.0129745424304803,0.012677979561909,0.0764533941875979
"1070",51070,0,2,5,5,0.3737,0.1155,3,0,2.1649,6,7,1,0,2,4,1,1,0,5,0,5,1,1,1,1,0,0,0,0,0,0,0,0,6,6,5,5,0,0,0,0,0,0,0.0450528727352639,0.201250320196094,0.0742042241373232
"1071",51071,0,2,7,5,0.1757,0,8,1,1.2959,18,14,1,0,0,3,0,0,6,2,0,0,4,5,6,4,0,0,0,0,2,1,1,1,5,3,1,2,1,0,0,0,0,0,0.0596276993952728,-0.00300927141199623,0.0328497908381303
"1072",51072,1,2,1,6,0.9245,0,8,1,4.1364,16,15,1,0,3,1,1,1,2,0,6,0,3,1,2,2,0,0,0,0,3,3,2,2,9,6,5,5,2,0,0,1,0,0,0.173618571129473,-0.00877831692938898,0.0134970717697935
